doc1,doc2,relations,detail
292,241,2,P279+P279
292,247,2,P279+P279
296,46,2,P279+P361
296,191,2,P279+P361
296,92,2,P361+P1552
296,1,2,P361+P31
296,15,2,P361+P31
296,37,2,P361+P31
296,99,2,P361+P31
296,119,2,P361+P31
296,127,2,P361+P31
296,193,2,P361+P31
296,221,2,P361+P31
296,245,2,P361+P31
296,260,2,P361+P31
296,262,2,P361+P31
296,134,2,P31+P2389
