entity1,relation,entity2
Q77,P530,Q142
Q77,P530,Q96
Q77,P530,Q736
Q77,P530,Q31
Q77,P31,Q6256
Q191830,P279,Q8142
Q586,P190,Q34217
Q586,P31,Q515
Q586,P17,Q142
Q586,P206,Q584
Q1645436,P31,Q4830453
Q1645436,P31,Q658255
Q1645436,P1056,Q11422
Q125191,P279,Q49848
Q216353,P279,Q82799
Q216353,P279,Q618779
Q841571,P279,Q215627
Q1141162,P31,Q4830453
Q1231428,P279,Q11024
Q12453,P279,Q791801
Q35886,P452,Q190117
Q1341387,P279,Q4830453
Q161439,P279,Q8148
Q4539,P279,Q783794
Q4539,P1557,Q380962
Q5611697,P31,Q4830453
Q5611697,P452,Q11451
Q10564271,P279,Q83323
Q17147,P703,Q729
Q1776022,P31,Q4830453
Q1776022,P17,Q20
Q1776022,P1056,Q22656
Q726654,P31,Q4830453
Q190928,P452,Q474200
Q190928,P279,Q4830453
Q837281,P17,Q142
Q837281,P361,Q1313
Q837281,P138,Q213753
Q133235,P1542,Q3196
Q34217,P190,Q586
Q34217,P421,Q30192
Q1422061,P31,Q131734
Q1422061,P31,Q4830453
Q1422061,P1056,Q44
Q7364,P366,Q162668
Q721587,P279,Q11024
Q721587,P31,Q49845
Q721587,P452,Q49845
Q152057,P31,Q4830453
Q152057,P1056,Q22656
Q679,P461,Q684
Q679,P461,Q667
Q679,P461,Q659
Q1530061,P279,Q9492
Q878249,P279,Q43229
Q32,P530,Q142
Q32,P530,Q31
Q32,P530,Q902
Q32,P463,Q41550
Q32,P47,Q142
Q32,P47,Q31
Q32,P31,Q6256
Q1470870,P31,Q4830453
Q81009,P361,Q11024
Q880268,P452,Q22687
Q880268,P1454,Q783794
Q35473,P366,Q210064
Q35473,P186,Q11469
Q388338,P425,Q10756188
Q388338,P279,Q43845
Q9401,P31,Q4830453
Q9401,P1056,Q11474
Q9401,P138,Q83405
Q1027218,P31,Q167270
Q7398895,P31,Q4830453
Q7398895,P452,Q43183
Q96,P463,Q41550
Q96,P31,Q6256
Q96,P530,Q20
Q96,P530,Q43
Q96,P530,Q77
Q96,P530,Q928
Q96,P530,Q142
Q96,P530,Q31
Q96,P530,Q33
Q96,P530,Q736
Q96,P530,Q41
Q96,P530,Q902
Q177232,P461,Q7566
Q4590598,P31,Q23392
Q15788,P279,Q8142
Q12791,P527,Q200266
Q460307,P31,Q4830453
Q460307,P452,Q207822
Q654182,P1269,Q14620
Q654182,P1269,Q413
Q654182,P1269,Q11461
Q1715,P190,Q340
Q1715,P31,Q515
Q2105,P106,Q599151
Q2105,P27,Q142
Q2105,P39,Q140686
Q30242516,P460,Q21450635
Q160493,P31,Q515
Q6147804,P186,Q28823
Q5074237,P279,Q5551716
Q3395383,P366,Q11451
Q17278,P1552,Q36253
Q412826,P31,Q4830453
Q484830,P279,Q601401
Q384475,P31,Q151885
Q726686,P361,Q730920
Q6515782,P31,Q40050
Q174219,P279,Q214609
Q174219,P279,Q8148
Q684,P461,Q679
Q684,P461,Q659
Q684,P461,Q667
Q377915,P31,Q4830453
Q1713,P279,Q121769
Q2246923,P31,Q4830453
Q132911,P279,Q11019
Q340,P190,Q1715
Q1355821,P279,Q183366
Q1355821,P1889,Q133346
Q1110323,P31,Q4830453
Q1110323,P452,Q126793
Q205555,P279,Q160402
Q205555,P527,Q328835
Q205555,P1889,Q173253
Q9430,P279,Q2221906
Q379813,P279,Q40763
Q379813,P279,Q11004
Q379813,P279,Q2095
Q895392,P31,Q4830453
Q14934005,P279,Q11472
Q14934005,P31,Q214609
Q17149955,P279,Q11446
Q5675052,P31,Q4830453
Q142,P530,Q32
Q142,P530,Q33
Q142,P530,Q31
Q142,P530,Q20
Q142,P530,Q43
Q142,P530,Q77
Q142,P530,Q96
Q142,P530,Q41
Q142,P530,Q902
Q142,P463,Q41550
Q142,P47,Q31
Q142,P47,Q32
Q142,P31,Q7270
Q142,P31,Q6256
Q142,P35,Q2105
Q5546426,P31,Q4830453
Q5132340,P31,Q4830453
Q11254,P31,Q10675206
Q12959,P106,Q188094
Q12959,P27,Q142
Q10494269,P279,Q1400881
Q2580010,P31,Q431289
Q220695,P279,Q601401
Q220695,P461,Q126793
Q2562491,P31,Q4830453
Q2578692,P279,Q177634
Q14620,P361,Q413
Q14620,P2578,Q9128
Q667790,P17,Q31
Q256020,P279,Q11707
Q16726223,P460,Q5189153
Q679322,P31,Q4830453
Q679322,P1056,Q22656
Q1783748,P31,Q4830453
Q1783748,P452,Q190117
Q2595760,P31,Q4830453
Q652698,P186,Q11457
Q638,P279,Q735
Q638,P279,Q173799
Q638,P279,Q11461
Q638,P527,Q11461
Q1570182,P279,Q214609
Q125356,P31,Q39546
Q2031726,P31,Q22687
Q2031726,P31,Q4830453
Q503592,P31,Q4830453
Q503592,P31,Q431289
Q79007,P279,Q34442
Q79007,P361,Q319608
Q79007,P527,Q34442
Q182290,P452,Q601401
Q1347679,P31,Q4830453
Q1347679,P452,Q11650
Q43,P122,Q7270
Q43,P530,Q41
Q43,P530,Q15180
Q43,P530,Q142
Q43,P530,Q31
Q43,P530,Q33
Q43,P530,Q96
Q43,P530,Q928
Q43,P530,Q902
Q43,P463,Q41550
Q43,P47,Q41
Q43,P47,Q15180
Q43,P31,Q6256
Q43,P361,Q7204
Q39619,P106,Q16533
Q274393,P279,Q4830453
Q1044291,P1056,Q11424
Q130591,P31,Q8502
Q1323379,P17,Q20
Q20,P530,Q96
Q20,P530,Q15180
Q20,P530,Q33
Q20,P530,Q142
Q20,P530,Q41
Q20,P463,Q41550
Q20,P47,Q33
Q20,P138,Q659
Q20,P138,Q34442
Q20,P31,Q6256
Q19675,P17,Q142
Q19675,P2851,Q693464
Q19675,P921,Q735
Q2850854,P460,Q257022
