word,wikiID
back,Q133279
equival,-1
flag,Q14660
depress,Q211022
licenc,-1
protest,Q273120
tonnag,-1
infu,-1
emphasis,Q1339251
concess,-1
exit,Q357919
grace,Q295047
portugue,-1
anger,Q79871
bean,Q379813
dresser,Q1216975
pattern,Q2083958
turnaround,Q1181552
creditanstalt,Q694468
medium,Q225664
schill,Q21504581
subsidiari,-1
inten,Q4346814
sucralo,-1
alvit,-1
santo,Q406964
energi,-1
penc,Q1095192
premier,Q959664
hospit,-1
physician,Q39631
nervou,-1
brother,Q10861465
overhead,Q1862556
hay,Q336989
sensor,Q167676
gleason,Q571783
repurcha,-1
basic,Q439284
buyback,Q15621275
automat,Q1819078
seizer,Q48674256
lewi,Q1528677
monei,-1
thought,Q9420
counterpart,Q1137078
seek,Q7445771
substanc,-1
vine,Q917284
scheme,Q4172608
telecommun,-1
machineri,Q1882676
bullion,Q557709
coin,Q41207
stg,-1
suiss,-1
consecut,-1
tier,Q344230
creat,Q1551608
fend,Q5443212
tenneco,Q1509038
music,Q638
committe,Q865588
copyright,Q1297822
hesit,-1
speak,Q341623
paralax,Q165074
penobscot,Q774932
costli,-1
edit,Q410090
thwart,Q1263450
controversi,-1
imbal,Q6003482
wrap,Q14371763
foresaw,Q14595968
murakhovski,-1
outflow,Q7112062
dinner,Q657221
judgment,Q12621536
mar,Q1308588
readi,-1
shield,Q131559
sow,Q2304940
supercomput,-1
balanc,-1
illeg,-1
dharyono,-1
bearer,Q4876711
bil,Q860237
renouf,Q7313436
conglomer,-1
bottom,Q416683
kingdom,Q899387
lawyer,Q40348
trim,Q341782
swedish,Q298714
confectioneri,-1
geograph,Q1503119
groceri,-1
stapl,Q7600431
consolid,-1
leisur,-1
ste,-1
beet,Q165437
crush,Q296648
grind,Q638274
north,Q659
alon,Q1261025
optim,-1
psycholog,-1
ringgit,Q163712
moratorium,Q4302358
southwest,Q11114344
east,Q684
inroad,-1
accessori,-1
databa,-1
shattner,-1
trademark,Q167270
classifi,-1
exception,Q538934
survei,-1
find,Q535119
inspir,-1
attitud,-1
proof,Q30762
dainippon,-1
focus,Q218275
read,Q418416
kind,Q1178576
rupe,Q359037
reinsur,-1
treati,-1
factori,-1
instinet,Q1651946
christi,Q5109210
confu,-1
impress,Q349884
tuesdai,-1
cyacq,-1
vigor,Q1039872
national,Q411842
flaw,Q16782409
observ,-1
weigh,Q25288
explan,-1
open,Q351962
grass,Q43238
tube,Q243046
gardner,Q232460
resign,Q796919
top,Q23856
singapor,Q334
biopool,-1
blood,Q7873
nearer,-1
shutdown,Q4128962
bomb,Q127197
ecopetrol,Q1282130
guerrilla,Q80895
bracket,Q174565
accomplish,-1
count,Q3519259
flower,Q506
gather,Q5527345
pod,Q256482
scatter,Q7430592
marathon,Q40244
happen,-1
varieti,-1
softwar,Q3488884
dictat,Q16829666
fail,Q1121708
need,Q190258
princevil,-1
expand,Q253338
wti,-1
interconnect,Q1665949
seal,Q257102
dozen,Q605704
petrobra,-1
spur,Q740732
belief,Q34394
mention,Q1603129
preci,Q20516
registr,-1
cannon,Q81103
gerber,Q1318993
gst,Q345916
ecuador,Q736
adsteam,-1
thereaft,-1
cheetham,Q5089466
convent,Q1128397
greatli,-1
mistak,-1
penner,Q1648362
sprinkel,-1
acreag,-1
biscuit,Q13270
cane,Q406090
compel,Q6917804
hectar,Q35852
strictli,-1
starch,Q41534
tea,Q6097
cartel,Q179216
pretax,Q5413454
deliber,-1
fairchild,Q346300
silicon,Q670
tension,Q227640
mannesmann,Q674911
sandoz,Q507154
hover,Q2118157
rosenmul,-1
diesel,Q1221452
log,Q226055
tobacco,Q1566
assembl,-1
procedur,-1
retroact,-1
envisag,-1
fortun,Q56319867
realign,-1
refu,-1
vision,Q1714531
comsat,Q5157678
satellit,Q7426002
seamen,Q420125
troop,Q1080137
park,Q22698
magazin,Q251590
inquiri,-1
cenergi,-1
challeng,-1
sunter,Q7641685
cite,Q1713
cyclop,Q128430
conciliatori,-1
gate,Q53060
prompt,Q3259104
atlant,Q10552709
richfield,Q255100
maxtor,Q960876
undervalu,-1
injuri,-1
monitor,Q157119
practic,Q3905626
encompass,Q17069120
remind,Q17146995
commod,-1
vallei,-1
southam,Q2560184
shot,Q1175140
amort,-1
reintegro,-1
element,Q180750
adopt,Q180472
breach,Q1175708
round,Q398690
delor,Q22348772
nazer,Q6983373
funer,-1
sister,Q595094
chamber,Q4870820
perhap,-1
visa,Q229055
calm,Q15402295
coordin,-1
postpon,-1
poor,Q10294
pour,Q3400388
roubl,-1
meal,Q6460735
restart,Q1175112
hedg,-1
innov,-1
instanc,-1
stream,Q47521
version,Q16280097
turnov,Q851419
earn,Q5326939
grow,Q351698
significantli,-1
bour,Q237240
par,Q230125
poclain,Q687687
input,Q3799056
pcgg,-1
complex,Q28839103
vat,Q351600
temporari,-1
brussel,Q240
concept,Q151885
itc,-1
unlimit,-1
legitim,Q1125648
pariba,-1
alusuiss,-1
newsprint,Q187046
bsi,-1
theoret,-1
calni,-1
dissemin,-1
dramat,Q8047373
zim,Q136198
benequ,-1
balladur,Q12959
cast,Q365229
freedom,Q24091434
gobain,-1
privatis,-1
school,Q3914
wing,Q161358
becor,-1
roast,Q4865573
solubl,-1
avia,Q27143
code,Q188889
ir,Q224468
salant,Q12410095
complain,Q836925
endotron,-1
exhaust,Q407205
promissori,-1
chanceri,-1
fill,Q1414137
adequ,-1
reclassif,-1
accur,-1
unemploi,-1
avaq,-1
polym,-1
passag,-1
cambridg,-1
impli,-1
cornelissen,Q37498774
center,Q62207
failur,-1
fabric,Q28823
prosper,Q11005694
histori,-1
tendenc,-1
statutori,-1
downgrad,-1
magnet,Q11421
exist,Q5420343
aspect,Q38113
hurt,Q227457
telemarket,-1
eep,Q238186
dock,Q236363
deem,Q16869483
dna,Q7430
confirm,Q188613
armtek,-1
conder,Q5159190
counter,Q247144
fisher,Q249583
symbol,Q80071
probe,Q123722
laboratori,-1
smithklin,-1
ameritrust,Q1740314
friend,Q491
weapon,Q728
climat,Q2979125
centel,Q5059055
adob,-1
friction,Q82580
punit,-1
enjoin,Q6495575
offici,-1
applianc,-1
colour,Q1075
buoi,-1
passeng,-1
reorganis,-1
steadili,-1
modernis,-1
necess,-1
profil,Q16881452
shop,Q736272
syndic,Q1339249
beira,Q142249
haul,-1
gdp,Q12638
miti,Q1939643
watanab,-1
surinam,Q730
grape,Q10978
milk,Q8495
powder,Q2908004
technic,Q2301641
dodg,-1
phelp,-1
elect,Q40231
waterman,Q410745
notif,-1
intercontinent,-1
clabir,-1
license,Q79719
memori,-1
answer,Q570443
shape,Q207961
juli,Q257362
foam,Q215414
taxat,-1
withhold,-1
margosh,-1
rose,Q34687
agenda,Q342986
contempl,-1
wagner,Q1511
upgrad,-1
acr,Q288674
ration,Q843478
formul,-1
steinhardt,Q1168458
fluctuat,Q5462617
theta,Q14398
basin,Q2887180
realloc,Q1050390
ring,Q534381
joint,Q9644
queri,-1
hex,Q229378
halv,-1
arbitrag,-1
conjunct,Q5161167
dialogu,-1
allot,Q4733161
midwai,-1
claus,Q21492306
disallow,Q17048997
reynold,Q36936275
palomino,Q1996502
memphi,-1
organ,Q2029863
sceptr,-1
marco,Q397013
suspicion,Q417280
brokerag,-1
ink,Q127418
loom,Q173056
neighbour,Q3874283
wait,Q398529
aviat,Q790802
pad,Q293588
gloomi,-1
oversea,-1
vendex,Q3051909
dixon,Q226512
rescind,Q479208
erbynn,-1
west,Q679
bra,Q13716
remov,Q4104051
fumio,Q16275888
bbl,Q178506
petrona,Q53677
continu,-1
jute,Q107211
fuer,-1
slowli,-1
restat,-1
rhode,Q409303
promptli,-1
accommod,-1
yesterdai,-1
current,Q226663
ethanol,Q153
achiev,-1
habbel,-1
courier,Q848466
crosbi,-1
goodwil,-1
trail,Q628179
combin,Q17503412
fierc,-1
rock,Q280874
oblig,-1
phenol,Q130336
radiat,-1
inabl,-1
concili,-1
woman,Q467
pillsburi,-1
cnt,Q233574
presplit,-1
audio,Q4650720
digit,Q278767
alcohol,Q156
geplacea,-1
instabl,-1
notabl,-1
plantat,-1
unstabl,-1
packag,-1
disclo,-1
fleet,Q346949
rabbit,Q9394
lawrenc,-1
entir,-1
swearingen,Q7654171
machin,Q424829
brook,Q346604
crime,Q83267
lawn,Q207766
stori,-1
uncertainti,-1
groot,Q3116935
recycl,-1
neyra,-1
ranco,Q353230
cattl,-1
forg,Q16460426
endeavour,Q250083
advertis,-1
jet,Q225807
flour,Q36465
mapl,-1
fit,Q294433
snyder,Q253980
greyhound,Q38571
royalti,Q2171172
champion,Q852061
lock,Q366453
administ,-1
bottl,-1
coincid,-1
comibol,-1
hunger,Q165947
paz,Q420091
tie,Q403069
substitut,-1
taiwane,-1
auster,Q780756
channel,Q425520
dip,Q233382
techniqu,-1
wealthi,-1
fairfax,Q245828
save,Q387444
acceler,-1
offset,Q358568
anticip,-1
iomega,Q1327887
porsch,-1
barter,Q484830
banqu,-1
issuer,Q1337949
deplet,-1
deutsch,Q366068
compat,-1
redempt,-1
nmic,-1
wari,Q454060
captiv,-1
taiwanes,-1
madagascar,Q1019
insect,Q1390
bake,Q44050
burger,Q411883
contributor,Q7727493
eurof,-1
strip,Q348315
typic,-1
canal,Q12284
earth,Q2
prepay,Q7240650
tuskaloosa,Q1323725
timet,Q60577242
articl,-1
condom,Q14076
inkei,-1
variabl,-1
hmo,Q20035455
moor,Q10563891
czarnikow,-1
ecu,Q227497
persuad,-1
buse,Q21492768
lube,Q302131
rite,Q628455
cross,Q40843
prt,Q350348
nonperform,-1
vacanc,-1
color,Q1075
liber,Q1145491
retent,-1
conden,-1
unrel,-1
fc,Q225582
accrual,Q384475
refriger,-1
latex,Q244680
cinema,Q567053
cineplex,Q2972805
clorox,Q910368
denman,Q973082
throw,Q17144564
pier,Q863454
resal,-1
dedic,Q5249832
iso,Q215563
wipe,Q2585301
edison,Q8743
relianc,-1
garment,Q11460
rail,Q3417678
baht,Q177882
saunder,-1
scientist,Q901
finland,Q33
reliabl,-1
petrol,Q39558
rainbow,Q1052
furnitur,-1
bloc,Q1173706
democraci,-1
entitl,-1
pubco,Q7257246
carteret,Q1045884
squeez,-1
paragraph,Q194431
wish,Q241625
hammer,Q25294
meaning,Q813854
storm,Q81054
interpret,Q210439
overdu,-1
spirit,Q193291
liquor,Q56139
dmp,-1
mountain,Q8502
att,Q298495
delta,Q903600
reconsid,-1
angel,Q235113
disbur,-1
mexico,Q96
icn,-1
influenza,Q2840
yanke,-1
permiss,-1
ecolab,Q1282031
subpoena,Q5608642
minorco,-1
sanchez,Q1158617
ceil,Q215193
revis,Q17086926
remitt,-1
arrest,Q1403016
conabl,-1
encourag,-1
suharto,Q44819
fortnightli,-1
sidetrack,Q7508491
tourist,Q49389
brewer,Q869095
judg,-1
palm,Q231003
barwon,Q2266524
ferdinand,Q3276175
uruguai,Q77
pose,Q29034095
silkworm,Q134747
sympathet,-1
dart,Q278999
bhp,Q407387
discoveri,-1
structur,-1
pari,Q446856
leadership,Q484275
raid,Q348465
desir,-1
rebat,-1
cso,Q293641
shipper,Q7498065
disrupt,Q1229274
wick,Q299223
ditch,Q2048319
era,Q6428674
instruct,Q397977
westworld,Q28135282
tonka,Q1645436
bours,Q294822
ridg,-1
violat,-1
lobbi,-1
reliev,-1
grossli,-1
jurisdict,-1
experi,-1
abid,Q21510619
star,Q523
weizsaeck,-1
hamburg,Q1055
inse,-1
brunswick,Q257733
cycl,Q3890214
bowl,Q153988
sport,Q349
mhi,-1
harcourt,Q413022
percept,Q160402
sterivet,-1
argu,Q5913549
fiber,Q161
avalon,Q216901
vernel,Q61073737
confin,-1
miyazawa,Q21488041
individu,-1
understand,Q46744
residenti,-1
swire,Q1141162
swpc,Q14437887
apea,-1
background,Q1619726
exci,-1
onshor,-1
public,Q2388316
irrig,-1
yuan,Q226153
disincent,-1
diversif,-1
environ,Q16775580
concepcion,Q109182
isol,Q4570852
reestablish,Q784280
solv,-1
kdi,-1
triangl,-1
lake,Q23397
mph,Q350969
alert,Q446078
argyl,Q296835
norwai,-1
tap,Q340788
tract,Q397908
elder,Q7233501
giant,Q3707571
practis,-1
rand,Q225333
ail,Q293676
quit,Q7272637
claremont,Q294388
breakup,Q322451
myer,Q1110323
tackl,-1
add,Q32043
stuttgart,Q1022
benefici,-1
spa,Q1341387
belgium,Q31
overfund,-1
billet,Q2098745
feel,Q395112
ingot,Q83893
fly,Q25312
commiss,-1
financi,-1
shut,Q7505510
growmark,Q5611697
reput,-1
shaft,Q226604
val,Q227715
icco,-1
worth,Q346903
litig,-1
semi,Q236973
groundwork,Q5611035
viratek,-1
petrochem,-1
bolivar,Q229265
expertis,-1
potash,Q10564271
exten,-1
bayou,Q812585
dealership,Q5245910
volkswagen,Q246
sumita,Q1354773
geolog,-1
gardini,Q28874244
stamp,Q19309472
bat,Q28425
sheehi,-1
wiggin,Q21498310
placer,Q261519
kloeckner,Q322338
platform,Q224617
brierlei,-1
fesharaki,-1
iagifu,-1
secondari,-1
collin,Q1109586
operatorship,-1
bankruptci,-1
christoph,Q17689481
novamin,-1
turkei,Q43
seax,Q58122
shipyard,Q190928
unrest,Q7897387
overhang,Q2632847
combust,Q5150982
rehear,-1
fibergla,-1
mandatori,-1
surcharg,-1
mor,Q359171
labatt,Q1422061
attain,-1
ontario,Q1904
snc,-1
sensit,-1
trailer,Q230175
ambrit,-1
holling,Q1540989
telegraph,Q721587
tend,Q7699562
punt,Q3906907
gase,Q5526412
lind,Q15830325
meinhardt,Q6810179
ask,Q292738
compris,-1
comfort,Q1367353
kask,Q1734985
restrain,Q2995534
unfortun,-1
witt,Q438274
extinguish,Q190672
mco,-1
specif,-1
automobil,Q1420
comit,Q1024000
levi,Q215512
blockbust,-1
increas,-1
mulford,Q166059
inconsist,-1
craft,Q2207288
bundesbank,Q162222
rhetor,Q81009
pinola,Q2095986
mold,Q159341
volvo,Q163810
shore,Q468756
gin,Q959362
spc,Q281319
affirm,Q398703
crack,Q225899
stai,-1
recognit,-1
transworld,Q7835462
peripher,-1
stratum,Q12758989
mth,-1
predecessor,Q16881385
keswick,Q451384
yulo,-1
rhm,-1
erod,-1
mouth,Q9635
indebt,-1
nakason,-1
highlight,Q243530
earner,-1
expect,Q2642029
spartech,-1
analyz,-1
moder,Q343020
hillsdown,-1
conserv,-1
galact,-1
abnorm,-1
bull,Q693690
honeywel,-1
incur,-1
collater,-1
steer,Q2335892
becom,-1
gerard,Q1261347
conform,Q221284
exerci,-1
lme,Q408001
widen,Q64384
lebane,Q856318
resid,Q7319937
acknowledg,-1
uae,Q878
-PRON-,-1
belliger,-1
bfg,Q443092
render,Q1901582
smit,Q2122984
sumitomo,Q717318
rainfal,-1
hunt,Q36963
arb,Q296458
basf,Q9401
correspond,-1
outlin,-1
alloc,Q420424
ericsson,Q52618
colombo,Q35381
nurseri,-1
planter,Q739104
hydrocrack,-1
robusta,Q7353544
callebaut,Q1027218
fetch,Q1409098
sage,Q3260592
lighten,-1
tumbl,-1
dinar,Q191830
walbro,Q7961309
establish,Q65045905
bow,Q401865
contraven,-1
feedstock,Q192355
netback,-1
seali,-1
dunham,Q451675
ensur,-1
wil,Q64077
metromail,Q7398895
slate,Q207079
heavi,Q322339
moistur,-1
soil,Q36133
american,Q463180
height,Q208826
ava,Q11189756
synthet,-1
appli,-1
pile,Q1904424
scenario,Q1090839
afg,Q250298
woodsid,-1
coffin,Q184418
professor,Q121594
csr,Q292926
esso,Q867662
redress,Q7306217
oki,Q296025
pioneer,Q2096314
suffer,Q5780945
transatlant,-1
rene,Q2624417
jewelmast,-1
spectrum,Q654182
foothold,-1
interlink,Q6047101
unlist,-1
reveal,Q2146747
sugarbeet,Q151964
gandalf,Q177499
numer,Q11563
saver,Q7428168
coat,Q152574
waterwai,-1
overreact,Q5419252
matsunaga,Q21492053
unlead,-1
defeat,Q1987948
pcr,Q176996
retaliatori,-1
southwestern,Q11114344
vari,Q2277252
imag,-1
deadli,-1
assert,Q1219840
greenmail,Q2260952
dudlei,-1
contribut,-1
corona,Q2121324
cove,Q31615
imperi,-1
prorat,-1
writeoff,Q5551716
dome,Q12493
arnold,Q8639014
payrol,-1
fomc,-1
reiner,Q417237
coven,Q29710
complement,Q19924622
judgement,Q12621536
outstrip,Q17019952
policymak,-1
relev,-1
emeri,Q16275674
arabl,-1
dampen,Q31975
rein,Q2196000
seipp,Q2266900
memorandum,Q660651
modif,-1
take,Q1124733
cau,-1
grip,Q331966
overtim,-1
forma,Q1389390
cook,Q225337
edibl,-1
salad,Q9266
linear,Q1753188
hear,Q160289
remot,-1
deak,Q56538129
azpurua,-1
horn,Q224077
extend,Q295785
salari,Q16355959
bulk,Q343050
chirac,Q2105
synergi,-1
neill,Q1974918
sidelin,-1
argentin,Q1325364
river,Q4022
south,Q667
tank,Q12876
tenth,Q11774639
laidlaw,Q6473773
sulphur,Q682
lazer,Q349926
advisori,-1
exposur,-1
thailand,Q869
cawl,Q5038482
consortia,Q194166
denshin,-1
fiduciari,-1
smc,-1
avana,Q17081059
hovi,Q27941033
slap,Q1791246
reconstruct,Q342068
shake,Q222977
koninklijk,Q2102344
wireless,Q249
hazard,Q1132455
barn,Q1303167
guidelin,-1
beneficiari,-1
anza,Q241848
shill,Q455011
bai,Q795420
chase,Q226427
restitut,-1
satisfact,Q7426247
strenger,Q37212985
saga,Q180494
debat,Q3020791
father,Q7565
altex,Q15761296
easili,-1
alarm,Q945434
confront,Q65089988
son,Q177232
routin,-1
hazelnut,Q578307
sampl,-1
bigelow,Q296504
pope,Q19546
walk,Q6537379
memotec,-1
teleglob,-1
constitut,-1
dam,Q12323
mercuri,Q37486936
waiv,-1
orion,Q104387
montreal,Q340
absolut,Q332378
frontier,Q1355821
inter,Q236203
cd,Q34467
northeastern,Q11114344
nichola,Q42771
likelihood,Q45284
basket,Q201097
warship,Q3114762
fob,Q395320
iea,-1
vendor,Q1762621
gluck,Q130759
agl,Q292371
certifi,-1
allianc,-1
cpa,Q297627
unwil,-1
deputi,-1
sharpli,-1
lengthi,-1
datron,-1
greet,Q55554036
kraft,Q327751
tissu,Q6578522
volcker,Q16873859
clbga,-1
sword,Q12791
precis,Q2115386
concession,Q1221457
dalla,Q5211091
cold,Q270952
burn,Q170518
well,Q43483
avon,Q233796
entertain,Q173799
republicbank,-1
enrich,Q1343694
meyer,Q225858
electrolyt,-1
ero,Q13604588
emploi,-1
montagn,-1
vieill,-1
beverag,-1
cojuangco,Q5141688
ucpb,-1
buoyant,Q6497624
edg,-1
zeebregt,-1
roughli,-1
harbor,Q283202
delai,-1
seri,Q400931
merit,Q673579
euromarket,-1
underwrit,-1
agrimont,-1
pois,Q2626291
spotlight,Q402365
beer,Q44
justic,-1
pacemak,-1
comstock,Q402883
spie,-1
ita,Q233945
showboat,Q17149955
inspect,Q1137655
disciplin,-1
heller,Q227985
imposit,-1
rca,Q218038
cominco,Q688725
highland,Q878223
cat,Q146
appear,Q4780983
wojnilow,-1
intercar,Q3153098
hawkey,Q16870598
vodka,Q374
bahrain,Q398
sogen,Q16281666
lex,Q246094
vagu,-1
zurich,Q72
defenc,-1
disappoint,Q621206
servic,-1
morocco,Q1028
deliv,Q18351049
aquir,-1
dig,Q4232202
phoenix,Q105751
salt,Q11254
morrison,Q231242
usx,-1
distil,-1
frost,Q4590598
flare,Q628261
sharehold,-1
easter,Q21196
holidai,-1
modestli,-1
wear,Q617224
surplu,-1
cape,Q1034198
gordex,-1
clevit,-1
co,Q210804
fluorocarbon,Q425094
enter,Q161935
coar,-1
dom,Q255708
stck,-1
fcoj,-1
lichtblau,Q96477864
facilit,-1
bed,Q42177
dougla,Q5301140
promin,Q27281730
atcor,-1
sime,Q7517517
resel,Q4393574
increasingli,-1
mti,-1
pennzoil,Q2562491
wmc,-1
matur,-1
refinanc,-1
attach,Q397523
commonwealth,Q2578692
ptt,Q256429
statoil,Q1776022
puriti,-1
tinker,Q338221
deepen,-1
crzy,Q27536538
thirti,-1
venic,-1
glatfelt,-1
listen,Q354951
hecla,Q438893
pentland,Q2069464
indirectli,-1
nashvil,-1
ncr,Q423339
improp,-1
genet,Q413870
resdel,-1
aker,Q357954
mainfram,-1
consist,Q870
marshal,Q111837
tell,Q365335
sometim,-1
empir,-1
scrutini,-1
struggl,-1
cip,-1
northair,-1
colon,Q1110523
ampl,-1
degre,Q1223011
potenti,-1
ideal,Q224884
schlesing,-1
bulolo,Q612403
genuin,Q1502695
allegi,-1
valor,Q16726223
honor,Q207333
kleinwort,Q6420367
northgat,-1
principl,-1
voluntarili,-1
singl,-1
approxim,-1
wash,Q343074
marin,Q231818
pharmacontrol,-1
midland,Q227172
sybron,-1
wyse,Q2595760
eddi,Q1280013
denim,Q652698
gander,Q423342
painewebb,-1
samjen,-1
fur,Q197204
tripl,-1
absenc,-1
etl,Q444479
monier,Q37171059
devalu,-1
fernandez,Q164892
helmut,Q18191106
guardian,Q293213
poehl,Q963388
spy,Q165950
thermoplast,-1
ari,Q1211602
boe,Q890136
steuart,Q2346365
fate,Q216774
redland,Q427515
montro,-1
chicken,Q780
egg,Q17147
outbreak,Q3241045
hodel,Q1622675
insid,-1
greenspan,Q414927
methyl,Q4407
ounc,-1
provinci,-1
thoma,Q21484838
mueller,Q1951751
metr,-1
venalum,-1
sloan,Q356265
retreat,Q1452900
shultz,Q15730693
kwik,Q6450411
oustand,-1
flotat,-1
rehabilit,-1
uncondit,-1
employe,Q656365
sorg,Q7563450
reviv,-1
rooter,Q7366597
liberti,Q841571
gillett,Q401322
seger,Q21491492
tangh,-1
unaffect,-1
steelmak,-1
rochest,-1
kwacha,Q1122658
street,Q79007
adjac,-1
transco,Q3537407
perelman,Q21491138
ti,Q219218
cetu,Q14565670
fild,-1
temporarili,-1
sainsburi,-1
unveil,Q2186015
inoc,Q16425375
lukman,Q12795333
enjoi,Q2038070
prematur,-1
cologn,-1
tug,Q191826
spokesperson,Q17221
colorado,Q1261
parachut,-1
unoc,-1
mario,Q12379
reed,Q7585483
tektronix,Q1347679
andr,-1
saur,Q2227674
optic,Q14620
persist,Q7170386
surg,Q7646155
brent,Q227263
bodi,Q889829
pasta,Q178
datacard,Q5227423
debartolo,-1
carolco,Q1044291
capita,Q606013
restructur,-1
torotel,-1
tecsyn,-1
trailwai,-1
grave,Q173387
sabah,Q179029
carefulli,-1
ratifi,-1
pertamina,Q1641044
submit,Q7631700
tremend,-1
lyng,Q412307
underli,-1
ekofisk,Q1323379
onyx,Q180884
nonrecur,-1
brasilia,Q2844
exagger,-1
suprem,-1
noth,Q47544353
subsequ,-1
destroi,-1
louvr,-1
calmat,-1
communist,Q6186
hanna,Q1196204
differ,Q75101527
counti,-1
speaker,Q253510
francoi,-1
mcguin,-1
multifood,-1
seidman,Q7446641
adventur,-1
abex,-1
sportswear,Q645292
popul,-1
hofmeist,-1
inro,Q557164
palmer,Q231528
aqazadeh,Q25432604
